date,citizenship,encounter_count,country_of_entry
2023-07-01,SIERRA LEONE,9,PANAMA
2023-07-01,KYRGYZSTAN,0,PANAMA
2023-07-01,OTHER,92,PANAMA
2023-06-01,VENEZUELA,18501,PANAMA
2023-06-01,ECUADOR,5052,PANAMA
2023-06-01,HAITI,1446,PANAMA
2023-06-01,CHINA,1722,PANAMA
2023-06-01,COLOMBIA,894,PANAMA
2023-06-01,CHILE,172,PANAMA
2023-06-01,AFGHANISTAN,217,PANAMA
2023-06-01,PERU,209,PANAMA
2023-06-01,BRAZIL,125,PANAMA
2023-06-01,INDIA,65,PANAMA
2023-06-01,NEPAL,172,PANAMA
2023-06-01,VIETNAM,28,PANAMA
2023-06-01,BANGLADESH,185,PANAMA
2023-06-01,CAMEROON,139,PANAMA
2023-06-01,ANGOLA,20,PANAMA
2023-06-01,CUBA,74,PANAMA
2023-06-01,SOMALIA,27,PANAMA
2023-06-01,BURKINA FASO,54,PANAMA
2023-06-01,PAKISTAN,54,PANAMA
2023-06-01,GHANA,66,PANAMA
2023-06-01,DOMINICAN REPUBLIC,17,PANAMA
2023-06-01,NIGERIA,44,PANAMA
2023-06-01,CONGO - BRAZZAVILLE,30,PANAMA
2023-06-01,ERITREA,27,PANAMA
2023-06-01,SUDAN,57,PANAMA
2023-06-01,SYRIA,22,PANAMA
2023-06-01,TOGO,17,PANAMA
2023-06-01,GUYANA,7,PANAMA
2023-06-01,GUINEA,46,PANAMA
2023-06-01,SRI LANKA,10,PANAMA
2023-06-01,IRAN,27,PANAMA
2023-06-01,ETHIOPIA,13,PANAMA
2023-06-01,MALI,19,PANAMA
2023-06-01,SIERRA LEONE,18,PANAMA
2023-06-01,KYRGYZSTAN,0,PANAMA
2023-06-01,OTHER,146,PANAMA
2023-05-01,VENEZUELA,26409,PANAMA
2023-05-01,ECUADOR,3059,PANAMA
2023-05-01,HAITI,3023,PANAMA
2023-05-01,CHINA,1497,PANAMA
2023-05-01,COLOMBIA,1645,PANAMA
2023-05-01,CHILE,356,PANAMA
2023-05-01,AFGHANISTAN,192,PANAMA
2023-05-01,PERU,394,PANAMA
2023-05-01,BRAZIL,254,PANAMA
2023-05-01,INDIA,161,PANAMA
2023-05-01,NEPAL,533,PANAMA
2023-05-01,VIETNAM,97,PANAMA
2023-05-01,BANGLADESH,148,PANAMA
2023-05-01,CAMEROON,158,PANAMA
2023-05-01,ANGOLA,9,PANAMA
2023-05-01,CUBA,59,PANAMA
2023-05-01,SOMALIA,141,PANAMA
2023-05-01,BURKINA FASO,59,PANAMA
2023-05-01,PAKISTAN,172,PANAMA
2023-05-01,GHANA,24,PANAMA
2023-05-01,DOMINICAN REPUBLIC,43,PANAMA
2023-05-01,NIGERIA,59,PANAMA
2023-05-01,CONGO - BRAZZAVILLE,30,PANAMA
2023-05-01,ERITREA,50,PANAMA
2023-05-01,SUDAN,77,PANAMA
2023-05-01,SYRIA,38,PANAMA
2023-05-01,TOGO,7,PANAMA
2023-05-01,GUYANA,17,PANAMA
2023-05-01,GUINEA,9,PANAMA
2023-05-01,SRI LANKA,55,PANAMA
2023-05-01,IRAN,6,PANAMA
2023-05-01,ETHIOPIA,24,PANAMA
2023-05-01,MALI,19,PANAMA
2023-05-01,SIERRA LEONE,10,PANAMA
2023-05-01,KYRGYZSTAN,2,PANAMA
2023-05-01,OTHER,126,PANAMA
2023-04-01,VENEZUELA,25395,PANAMA
2023-04-01,ECUADOR,2683,PANAMA
2023-04-01,HAITI,4830,PANAMA
2023-04-01,CHINA,1683,PANAMA
2023-04-01,COLOMBIA,1634,PANAMA
2023-04-01,CHILE,561,PANAMA
2023-04-01,AFGHANISTAN,386,PANAMA
2023-04-01,PERU,277,PANAMA
2023-04-01,BRAZIL,441,PANAMA
2023-04-01,INDIA,446,PANAMA
2023-04-01,NEPAL,336,PANAMA
2023-04-01,VIETNAM,34,PANAMA
2023-04-01,BANGLADESH,77,PANAMA
2023-04-01,CAMEROON,107,PANAMA
2023-04-01,ANGOLA,8,PANAMA
2023-04-01,CUBA,59,PANAMA
2023-04-01,SOMALIA,248,PANAMA
2023-04-01,BURKINA FASO,112,PANAMA
2023-04-01,PAKISTAN,254,PANAMA
2023-04-01,GHANA,39,PANAMA
2023-04-01,DOMINICAN REPUBLIC,74,PANAMA
2023-04-01,NIGERIA,51,PANAMA
2023-04-01,CONGO - BRAZZAVILLE,29,PANAMA
2023-04-01,ERITREA,91,PANAMA
2023-04-01,SUDAN,88,PANAMA
2023-04-01,SYRIA,32,PANAMA
2023-04-01,TOGO,4,PANAMA
2023-04-01,GUYANA,18,PANAMA
2023-04-01,GUINEA,15,PANAMA
2023-04-01,SRI LANKA,40,PANAMA
2023-04-01,IRAN,25,PANAMA
2023-04-01,ETHIOPIA,34,PANAMA
2023-04-01,MALI,29,PANAMA
2023-04-01,SIERRA LEONE,19,PANAMA
2023-04-01,KYRGYZSTAN,23,PANAMA
2023-04-01,OTHER,115,PANAMA
2023-03-01,VENEZUELA,20816,PANAMA
2023-03-01,ECUADOR,2772,PANAMA
2023-03-01,HAITI,6896,PANAMA
2023-03-01,CHINA,1657,PANAMA
2023-03-01,COLOMBIA,1260,PANAMA
2023-03-01,CHILE,782,PANAMA
2023-03-01,AFGHANISTAN,359,PANAMA
2023-03-01,PERU,261,PANAMA
2023-03-01,BRAZIL,657,PANAMA
2023-03-01,INDIA,1109,PANAMA
2023-03-01,NEPAL,117,PANAMA
2023-03-01,VIETNAM,31,PANAMA
2023-03-01,BANGLADESH,87,PANAMA
2023-03-01,CAMEROON,174,PANAMA
2023-03-01,ANGOLA,14,PANAMA
2023-03-01,CUBA,35,PANAMA
2023-03-01,SOMALIA,160,PANAMA
2023-03-01,BURKINA FASO,40,PANAMA
2023-03-01,PAKISTAN,106,PANAMA
2023-03-01,GHANA,56,PANAMA
2023-03-01,DOMINICAN REPUBLIC,73,PANAMA
2023-03-01,NIGERIA,107,PANAMA
2023-03-01,CONGO - BRAZZAVILLE,35,PANAMA
2023-03-01,ERITREA,65,PANAMA
2023-03-01,SUDAN,14,PANAMA
2023-03-01,SYRIA,11,PANAMA
2023-03-01,TOGO,11,PANAMA
2023-03-01,GUYANA,54,PANAMA
2023-03-01,GUINEA,11,PANAMA
2023-03-01,SRI LANKA,75,PANAMA
2023-03-01,IRAN,7,PANAMA
2023-03-01,ETHIOPIA,26,PANAMA
2023-03-01,MALI,19,PANAMA
2023-03-01,SIERRA LEONE,48,PANAMA
2023-03-01,KYRGYZSTAN,50,PANAMA
2023-03-01,OTHER,104,PANAMA
2023-02-01,VENEZUELA,7097,PANAMA
2023-02-01,ECUADOR,5203,PANAMA
2023-02-01,HAITI,6522,PANAMA
2023-02-01,CHINA,1285,PANAMA
2023-02-01,COLOMBIA,637,PANAMA
2023-02-01,CHILE,641,PANAMA
2023-02-01,AFGHANISTAN,276,PANAMA
2023-02-01,PERU,100,PANAMA
2023-02-01,BRAZIL,650,PANAMA
2023-02-01,INDIA,872,PANAMA
2023-02-01,NEPAL,56,PANAMA
2023-02-01,VIETNAM,0,PANAMA
2023-02-01,BANGLADESH,132,PANAMA
2023-02-01,CAMEROON,168,PANAMA
2023-02-01,ANGOLA,57,PANAMA
2023-02-01,CUBA,36,PANAMA
2023-02-01,SOMALIA,161,PANAMA
2023-02-01,BURKINA FASO,21,PANAMA
2023-02-01,PAKISTAN,41,PANAMA
2023-02-01,GHANA,51,PANAMA
2023-02-01,DOMINICAN REPUBLIC,87,PANAMA
2023-02-01,NIGERIA,70,PANAMA
2023-02-01,CONGO - BRAZZAVILLE,73,PANAMA
2023-02-01,ERITREA,53,PANAMA
2023-02-01,SUDAN,12,PANAMA
2023-02-01,SYRIA,20,PANAMA
2023-02-01,TOGO,11,PANAMA
2023-02-01,GUYANA,67,PANAMA
2023-02-01,GUINEA,18,PANAMA
2023-02-01,SRI LANKA,65,PANAMA
2023-02-01,IRAN,6,PANAMA
2023-02-01,ETHIOPIA,27,PANAMA
2023-02-01,MALI,10,PANAMA
2023-02-01,SIERRA LEONE,18,PANAMA
2023-02-01,KYRGYZSTAN,39,PANAMA
2023-02-01,OTHER,75,PANAMA
2023-01-01,VENEZUELA,2337,PANAMA
2023-01-01,ECUADOR,6352,PANAMA
2023-01-01,HAITI,10222,PANAMA
2023-01-01,CHINA,913,PANAMA
2023-01-01,COLOMBIA,333,PANAMA
2023-01-01,CHILE,1076,PANAMA
2023-01-01,AFGHANISTAN,291,PANAMA
2023-01-01,PERU,39,PANAMA
2023-01-01,BRAZIL,765,PANAMA
2023-01-01,INDIA,562,PANAMA
2023-01-01,NEPAL,76,PANAMA
2023-01-01,VIETNAM,19,PANAMA
2023-01-01,BANGLADESH,127,PANAMA
2023-01-01,CAMEROON,190,PANAMA
2023-01-01,ANGOLA,171,PANAMA
2023-01-01,CUBA,142,PANAMA
2023-01-01,SOMALIA,123,PANAMA
2023-01-01,BURKINA FASO,43,PANAMA
2023-01-01,PAKISTAN,55,PANAMA
2023-01-01,GHANA,53,PANAMA
2023-01-01,DOMINICAN REPUBLIC,104,PANAMA
2023-01-01,NIGERIA,77,PANAMA
2023-01-01,CONGO - BRAZZAVILLE,80,PANAMA
2023-01-01,ERITREA,68,PANAMA
2023-01-01,SUDAN,8,PANAMA
2023-01-01,SYRIA,4,PANAMA
2023-01-01,TOGO,8,PANAMA
2023-01-01,GUYANA,95,PANAMA
2023-01-01,GUINEA,67,PANAMA
2023-01-01,SRI LANKA,30,PANAMA
2023-01-01,IRAN,10,PANAMA
2023-01-01,ETHIOPIA,38,PANAMA
2023-01-01,MALI,15,PANAMA
2023-01-01,SIERRA LEONE,5,PANAMA
2023-01-01,KYRGYZSTAN,23,PANAMA
2023-01-01,OTHER,113,PANAMA
2022-12-01,AFGHANISTAN,596,PANAMA
2022-12-01,AFRICA,0,PANAMA
2022-12-01,ANGOLA,131,PANAMA
2022-12-01,ARGENTINA,0,PANAMA
2022-12-01,BANGLADESH,48,PANAMA
2022-12-01,BENIN,0,PANAMA
2022-12-01,BOLIVIA,0,PANAMA
2022-12-01,BRAZIL,433,PANAMA
2022-12-01,BURKINA FASO,44,PANAMA
2022-12-01,BURUNDI,0,PANAMA
2022-12-01,CAMEROON,216,PANAMA
2022-12-01,CHAD,0,PANAMA
2022-12-01,CHILE,600,PANAMA
2022-12-01,CHINA,695,PANAMA
2022-12-01,COLOMBIA,188,PANAMA
2022-12-01,CONGO - BRAZZAVILLE,127,PANAMA
2022-12-01,CÔTE D’IVOIRE,0,PANAMA
2022-12-01,CUBA,431,PANAMA
2022-12-01,DOMINICAN REPUBLIC,274,PANAMA
2022-12-01,ECUADOR,7821,PANAMA
2022-12-01,EGYPT,0,PANAMA
2022-12-01,EL SALVADOR,0,PANAMA
2022-12-01,ERITREA,78,PANAMA
2022-12-01,ETHIOPIA,28,PANAMA
2022-12-01,FRENCH GUIANA,0,PANAMA
2022-12-01,GAMBIA,0,PANAMA
2022-12-01,GHANA,107,PANAMA
2022-12-01,GUATEMALA,0,PANAMA
2022-12-01,GUINEA,62,PANAMA
2022-12-01,GUYANA,0,PANAMA
2022-12-01,HAITI,5502,PANAMA
2022-12-01,HONDURAS,0,PANAMA
2022-12-01,INDIA,756,PANAMA
2022-12-01,IRAN,0,PANAMA
2022-12-01,KYRGYZSTAN,75,PANAMA
2022-12-01,LEBANON,0,PANAMA
2022-12-01,LIBERIA,0,PANAMA
2022-12-01,MALI,10,PANAMA
2022-12-01,MAURITANIA,53,PANAMA
2022-12-01,MEXICO,0,PANAMA
2022-12-01,NEPAL,119,PANAMA
2022-12-01,NICARAGUA,0,PANAMA
2022-12-01,NIGERIA,77,PANAMA
2022-12-01,OTHER,157,PANAMA
2022-12-01,PAKISTAN,58,PANAMA
2022-12-01,PALESTINE,0,PANAMA
2022-12-01,PANAMA,0,PANAMA
2022-12-01,PARAGUAY,0,PANAMA
2022-12-01,PERU,39,PANAMA
2022-12-01,SENEGAL,16,PANAMA
2022-12-01,SIERRA LEONE,9,PANAMA
2022-12-01,SOMALIA,76,PANAMA
2022-12-01,SRI LANKA,86,PANAMA
2022-12-01,SUDAN,0,PANAMA
2022-12-01,SYRIA,5,PANAMA
2022-12-01,TAJIKISTAN,0,PANAMA
2022-12-01,TOGO,6,PANAMA
2022-12-01,URUGUAY,0,PANAMA
2022-12-01,UZBEKISTAN,0,PANAMA
2022-12-01,VENEZUELA,1374,PANAMA
2022-12-01,VIETNAM,0,PANAMA
2022-12-01,YEMEN,0,PANAMA
2022-11-01,AFGHANISTAN,379,PANAMA
2022-11-01,AFRICA,0,PANAMA
2022-11-01,ANGOLA,32,PANAMA
2022-11-01,ARGENTINA,0,PANAMA
2022-11-01,BANGLADESH,176,PANAMA
2022-11-01,BENIN,0,PANAMA
2022-11-01,BOLIVIA,0,PANAMA
2022-11-01,BRAZIL,552,PANAMA
2022-11-01,BURKINA FASO,59,PANAMA
2022-11-01,BURUNDI,0,PANAMA
2022-11-01,CAMEROON,121,PANAMA
2022-11-01,CHAD,0,PANAMA
2022-11-01,CHILE,361,PANAMA
2022-11-01,CHINA,377,PANAMA
2022-11-01,COLOMBIA,208,PANAMA
2022-11-01,CONGO - BRAZZAVILLE,39,PANAMA
2022-11-01,CÔTE D’IVOIRE,0,PANAMA
2022-11-01,CUBA,535,PANAMA
2022-11-01,DOMINICAN REPUBLIC,386,PANAMA
2022-11-01,ECUADOR,6350,PANAMA
2022-11-01,EGYPT,0,PANAMA
2022-11-01,EL SALVADOR,0,PANAMA
2022-11-01,ERITREA,60,PANAMA
2022-11-01,ETHIOPIA,21,PANAMA
2022-11-01,FRENCH GUIANA,0,PANAMA
2022-11-01,GAMBIA,0,PANAMA
2022-11-01,GHANA,46,PANAMA
2022-11-01,GUATEMALA,0,PANAMA
2022-11-01,GUINEA,49,PANAMA
2022-11-01,GUYANA,0,PANAMA
2022-11-01,HAITI,4607,PANAMA
2022-11-01,HONDURAS,0,PANAMA
2022-11-01,INDIA,813,PANAMA
2022-11-01,IRAN,0,PANAMA
2022-11-01,KYRGYZSTAN,59,PANAMA
2022-11-01,LEBANON,0,PANAMA
2022-11-01,LIBERIA,0,PANAMA
2022-11-01,MALI,16,PANAMA
2022-11-01,MAURITANIA,29,PANAMA
2022-11-01,MEXICO,0,PANAMA
2022-11-01,NEPAL,175,PANAMA
2022-11-01,NICARAGUA,0,PANAMA
2022-11-01,NIGERIA,112,PANAMA
2022-11-01,OTHER,98,PANAMA
2022-11-01,PAKISTAN,40,PANAMA
2022-11-01,PALESTINE,0,PANAMA
2022-11-01,PANAMA,0,PANAMA
2022-11-01,PARAGUAY,0,PANAMA
2022-11-01,PERU,34,PANAMA
2022-11-01,SENEGAL,7,PANAMA
2022-11-01,SIERRA LEONE,14,PANAMA
2022-11-01,SOMALIA,150,PANAMA
2022-11-01,SRI LANKA,49,PANAMA
2022-11-01,SUDAN,0,PANAMA
2022-11-01,SYRIA,1,PANAMA
2022-11-01,TAJIKISTAN,0,PANAMA
2022-11-01,TOGO,8,PANAMA
2022-11-01,URUGUAY,0,PANAMA
2022-11-01,UZBEKISTAN,1,PANAMA
2022-11-01,VENEZUELA,668,PANAMA
2022-11-01,VIETNAM,0,PANAMA
2022-11-01,YEMEN,0,PANAMA
2022-10-01,AFGHANISTAN,551,PANAMA
2022-10-01,AFRICA,0,PANAMA
2022-10-01,ANGOLA,29,PANAMA
2022-10-01,ARGENTINA,0,PANAMA
2022-10-01,BANGLADESH,143,PANAMA
2022-10-01,BENIN,0,PANAMA
2022-10-01,BOLIVIA,0,PANAMA
2022-10-01,BRAZIL,488,PANAMA
2022-10-01,BURKINA FASO,32,PANAMA
2022-10-01,BURUNDI,0,PANAMA
2022-10-01,CAMEROON,209,PANAMA
2022-10-01,CHAD,0,PANAMA
2022-10-01,CHILE,324,PANAMA
2022-10-01,CHINA,274,PANAMA
2022-10-01,COLOMBIA,1600,PANAMA
2022-10-01,CONGO - BRAZZAVILLE,27,PANAMA
2022-10-01,CÔTE D’IVOIRE,0,PANAMA
2022-10-01,CUBA,663,PANAMA
2022-10-01,DOMINICAN REPUBLIC,542,PANAMA
2022-10-01,ECUADOR,8487,PANAMA
2022-10-01,EGYPT,0,PANAMA
2022-10-01,EL SALVADOR,0,PANAMA
2022-10-01,ERITREA,49,PANAMA
2022-10-01,ETHIOPIA,37,PANAMA
2022-10-01,FRENCH GUIANA,0,PANAMA
2022-10-01,GAMBIA,0,PANAMA
2022-10-01,GHANA,55,PANAMA
2022-10-01,GUATEMALA,0,PANAMA
2022-10-01,GUINEA,72,PANAMA
2022-10-01,GUYANA,0,PANAMA
2022-10-01,HAITI,3713,PANAMA
2022-10-01,HONDURAS,0,PANAMA
2022-10-01,INDIA,604,PANAMA
2022-10-01,IRAN,0,PANAMA
2022-10-01,KYRGYZSTAN,27,PANAMA
2022-10-01,LEBANON,0,PANAMA
2022-10-01,LIBERIA,0,PANAMA
2022-10-01,MALI,25,PANAMA
2022-10-01,MAURITANIA,74,PANAMA
2022-10-01,MEXICO,0,PANAMA
2022-10-01,NEPAL,167,PANAMA
2022-10-01,NICARAGUA,0,PANAMA
2022-10-01,NIGERIA,72,PANAMA
2022-10-01,OTHER,167,PANAMA
2022-10-01,PAKISTAN,29,PANAMA
2022-10-01,PALESTINE,0,PANAMA
2022-10-01,PANAMA,0,PANAMA
2022-10-01,PARAGUAY,0,PANAMA
2022-10-01,PERU,438,PANAMA
2022-10-01,SENEGAL,18,PANAMA
2022-10-01,SIERRA LEONE,22,PANAMA
2022-10-01,SOMALIA,193,PANAMA
2022-10-01,SRI LANKA,26,PANAMA
2022-10-01,SUDAN,0,PANAMA
2022-10-01,SYRIA,13,PANAMA
2022-10-01,TAJIKISTAN,3,PANAMA
2022-10-01,TOGO,4,PANAMA
2022-10-01,URUGUAY,0,PANAMA
2022-10-01,UZBEKISTAN,3,PANAMA
2022-10-01,VENEZUELA,40593,PANAMA
2022-10-01,VIETNAM,0,PANAMA
2022-10-01,YEMEN,0,PANAMA
2022-09-01,AFGHANISTAN,180,PANAMA
2022-09-01,AFRICA,0,PANAMA
2022-09-01,ANGOLA,26,PANAMA
2022-09-01,ARGENTINA,0,PANAMA
2022-09-01,BANGLADESH,189,PANAMA
2022-09-01,BENIN,0,PANAMA
2022-09-01,BOLIVIA,0,PANAMA
2022-09-01,BRAZIL,282,PANAMA
2022-09-01,BURKINA FASO,34,PANAMA
2022-09-01,BURUNDI,0,PANAMA
2022-09-01,CAMEROON,199,PANAMA
2022-09-01,CHAD,0,PANAMA
2022-09-01,CHILE,190,PANAMA
2022-09-01,CHINA,136,PANAMA
2022-09-01,COLOMBIA,1306,PANAMA
2022-09-01,CONGO - BRAZZAVILLE,5,PANAMA
2022-09-01,CÔTE D’IVOIRE,0,PANAMA
2022-09-01,CUBA,490,PANAMA
2022-09-01,DOMINICAN REPUBLIC,388,PANAMA
2022-09-01,ECUADOR,2594,PANAMA
2022-09-01,EGYPT,0,PANAMA
2022-09-01,EL SALVADOR,0,PANAMA
2022-09-01,ERITREA,48,PANAMA
2022-09-01,ETHIOPIA,27,PANAMA
2022-09-01,FRENCH GUIANA,0,PANAMA
2022-09-01,GAMBIA,0,PANAMA
2022-09-01,GHANA,85,PANAMA
2022-09-01,GUATEMALA,0,PANAMA
2022-09-01,GUINEA,57,PANAMA
2022-09-01,GUYANA,0,PANAMA
2022-09-01,HAITI,2170,PANAMA
2022-09-01,HONDURAS,0,PANAMA
2022-09-01,INDIA,350,PANAMA
2022-09-01,IRAN,0,PANAMA
2022-09-01,KYRGYZSTAN,8,PANAMA
2022-09-01,LEBANON,0,PANAMA
2022-09-01,LIBERIA,0,PANAMA
2022-09-01,MALI,47,PANAMA
2022-09-01,MAURITANIA,28,PANAMA
2022-09-01,MEXICO,0,PANAMA
2022-09-01,NEPAL,117,PANAMA
2022-09-01,NICARAGUA,0,PANAMA
2022-09-01,NIGERIA,72,PANAMA
2022-09-01,OTHER,103,PANAMA
2022-09-01,PAKISTAN,16,PANAMA
2022-09-01,PALESTINE,0,PANAMA
2022-09-01,PANAMA,0,PANAMA
2022-09-01,PARAGUAY,0,PANAMA
2022-09-01,PERU,365,PANAMA
2022-09-01,SENEGAL,34,PANAMA
2022-09-01,SIERRA LEONE,10,PANAMA
2022-09-01,SOMALIA,134,PANAMA
2022-09-01,SRI LANKA,34,PANAMA
2022-09-01,SUDAN,0,PANAMA
2022-09-01,SYRIA,10,PANAMA
2022-09-01,TAJIKISTAN,20,PANAMA
2022-09-01,TOGO,3,PANAMA
2022-09-01,URUGUAY,0,PANAMA
2022-09-01,UZBEKISTAN,48,PANAMA
2022-09-01,VENEZUELA,38399,PANAMA
2022-09-01,VIETNAM,0,PANAMA
2022-09-01,YEMEN,0,PANAMA
2022-08-01,AFGHANISTAN,128,PANAMA
2022-08-01,AFRICA,0,PANAMA
2022-08-01,ANGOLA,71,PANAMA
2022-08-01,ARGENTINA,0,PANAMA
2022-08-01,BANGLADESH,150,PANAMA
2022-08-01,BENIN,0,PANAMA
2022-08-01,BOLIVIA,0,PANAMA
2022-08-01,BRAZIL,271,PANAMA
2022-08-01,BURKINA FASO,36,PANAMA
2022-08-01,BURUNDI,0,PANAMA
2022-08-01,CAMEROON,132,PANAMA
2022-08-01,CHAD,0,PANAMA
2022-08-01,CHILE,112,PANAMA
2022-08-01,CHINA,119,PANAMA
2022-08-01,COLOMBIA,569,PANAMA
2022-08-01,CONGO - BRAZZAVILLE,47,PANAMA
2022-08-01,CÔTE D’IVOIRE,0,PANAMA
2022-08-01,CUBA,589,PANAMA
2022-08-01,DOMINICAN REPUBLIC,373,PANAMA
2022-08-01,ECUADOR,1581,PANAMA
2022-08-01,EGYPT,0,PANAMA
2022-08-01,EL SALVADOR,0,PANAMA
2022-08-01,ERITREA,69,PANAMA
2022-08-01,ETHIOPIA,26,PANAMA
2022-08-01,FRENCH GUIANA,0,PANAMA
2022-08-01,GAMBIA,0,PANAMA
2022-08-01,GHANA,91,PANAMA
2022-08-01,GUATEMALA,0,PANAMA
2022-08-01,GUINEA,39,PANAMA
2022-08-01,GUYANA,0,PANAMA
2022-08-01,HAITI,1538,PANAMA
2022-08-01,HONDURAS,0,PANAMA
2022-08-01,INDIA,332,PANAMA
2022-08-01,IRAN,0,PANAMA
2022-08-01,KYRGYZSTAN,11,PANAMA
2022-08-01,LEBANON,0,PANAMA
2022-08-01,LIBERIA,0,PANAMA
2022-08-01,MALI,31,PANAMA
2022-08-01,MAURITANIA,53,PANAMA
2022-08-01,MEXICO,0,PANAMA
2022-08-01,NEPAL,276,PANAMA
2022-08-01,NICARAGUA,0,PANAMA
2022-08-01,NIGERIA,63,PANAMA
2022-08-01,OTHER,132,PANAMA
2022-08-01,PAKISTAN,24,PANAMA
2022-08-01,PALESTINE,0,PANAMA
2022-08-01,PANAMA,0,PANAMA
2022-08-01,PARAGUAY,0,PANAMA
2022-08-01,PERU,247,PANAMA
2022-08-01,SENEGAL,95,PANAMA
2022-08-01,SIERRA LEONE,6,PANAMA
2022-08-01,SOMALIA,182,PANAMA
2022-08-01,SRI LANKA,13,PANAMA
2022-08-01,SUDAN,0,PANAMA
2022-08-01,SYRIA,4,PANAMA
2022-08-01,TAJIKISTAN,30,PANAMA
2022-08-01,TOGO,4,PANAMA
2022-08-01,URUGUAY,0,PANAMA
2022-08-01,UZBEKISTAN,28,PANAMA
2022-08-01,VENEZUELA,23632,PANAMA
2022-08-01,VIETNAM,0,PANAMA
2022-08-01,YEMEN,0,PANAMA
2022-07-01,AFGHANISTAN,162,PANAMA
2022-07-01,AFRICA,0,PANAMA
2022-07-01,ANGOLA,68,PANAMA
2022-07-01,ARGENTINA,0,PANAMA
2022-07-01,BANGLADESH,236,PANAMA
2022-07-01,BENIN,0,PANAMA
2022-07-01,BOLIVIA,0,PANAMA
2022-07-01,BRAZIL,149,PANAMA
2022-07-01,BURKINA FASO,33,PANAMA
2022-07-01,BURUNDI,0,PANAMA
2022-07-01,CAMEROON,210,PANAMA
2022-07-01,CHAD,0,PANAMA
2022-07-01,CHILE,75,PANAMA
2022-07-01,CHINA,85,PANAMA
2022-07-01,COLOMBIA,407,PANAMA
2022-07-01,CONGO - BRAZZAVILLE,64,PANAMA
2022-07-01,CÔTE D’IVOIRE,0,PANAMA
2022-07-01,CUBA,574,PANAMA
2022-07-01,DOMINICAN REPUBLIC,194,PANAMA
2022-07-01,ECUADOR,883,PANAMA
2022-07-01,EGYPT,0,PANAMA
2022-07-01,EL SALVADOR,0,PANAMA
2022-07-01,ERITREA,91,PANAMA
2022-07-01,ETHIOPIA,23,PANAMA
2022-07-01,FRENCH GUIANA,0,PANAMA
2022-07-01,GAMBIA,0,PANAMA
2022-07-01,GHANA,84,PANAMA
2022-07-01,GUATEMALA,0,PANAMA
2022-07-01,GUINEA,31,PANAMA
2022-07-01,GUYANA,0,PANAMA
2022-07-01,HAITI,1021,PANAMA
2022-07-01,HONDURAS,0,PANAMA
2022-07-01,INDIA,431,PANAMA
2022-07-01,IRAN,0,PANAMA
2022-07-01,KYRGYZSTAN,17,PANAMA
2022-07-01,LEBANON,0,PANAMA
2022-07-01,LIBERIA,0,PANAMA
2022-07-01,MALI,17,PANAMA
2022-07-01,MAURITANIA,31,PANAMA
2022-07-01,MEXICO,0,PANAMA
2022-07-01,NEPAL,217,PANAMA
2022-07-01,NICARAGUA,0,PANAMA
2022-07-01,NIGERIA,31,PANAMA
2022-07-01,OTHER,103,PANAMA
2022-07-01,PAKISTAN,17,PANAMA
2022-07-01,PALESTINE,0,PANAMA
2022-07-01,PANAMA,0,PANAMA
2022-07-01,PARAGUAY,0,PANAMA
2022-07-01,PERU,136,PANAMA
2022-07-01,SENEGAL,77,PANAMA
2022-07-01,SIERRA LEONE,23,PANAMA
2022-07-01,SOMALIA,201,PANAMA
2022-07-01,SRI LANKA,7,PANAMA
2022-07-01,SUDAN,0,PANAMA
2022-07-01,SYRIA,7,PANAMA
2022-07-01,TAJIKISTAN,16,PANAMA
2022-07-01,TOGO,4,PANAMA
2022-07-01,URUGUAY,0,PANAMA
2022-07-01,UZBEKISTAN,31,PANAMA
2022-07-01,VENEZUELA,17066,PANAMA
2022-07-01,VIETNAM,0,PANAMA
2022-07-01,YEMEN,0,PANAMA
2022-06-01,AFGHANISTAN,82,PANAMA
2022-06-01,AFRICA,0,PANAMA
2022-06-01,ANGOLA,26,PANAMA
2022-06-01,ARGENTINA,0,PANAMA
2022-06-01,BANGLADESH,210,PANAMA
2022-06-01,BENIN,0,PANAMA
2022-06-01,BOLIVIA,0,PANAMA
2022-06-01,BRAZIL,121,PANAMA
2022-06-01,BURKINA FASO,24,PANAMA
2022-06-01,BURUNDI,0,PANAMA
2022-06-01,CAMEROON,41,PANAMA
2022-06-01,CHAD,0,PANAMA
2022-06-01,CHILE,44,PANAMA
2022-06-01,CHINA,66,PANAMA
2022-06-01,COLOMBIA,287,PANAMA
2022-06-01,CONGO - BRAZZAVILLE,13,PANAMA
2022-06-01,CÔTE D’IVOIRE,0,PANAMA
2022-06-01,CUBA,416,PANAMA
2022-06-01,DOMINICAN REPUBLIC,88,PANAMA
2022-06-01,ECUADOR,555,PANAMA
2022-06-01,EGYPT,0,PANAMA
2022-06-01,EL SALVADOR,0,PANAMA
2022-06-01,ERITREA,50,PANAMA
2022-06-01,ETHIOPIA,15,PANAMA
2022-06-01,FRENCH GUIANA,0,PANAMA
2022-06-01,GAMBIA,0,PANAMA
2022-06-01,GHANA,354,PANAMA
2022-06-01,GUATEMALA,0,PANAMA
2022-06-01,GUINEA,37,PANAMA
2022-06-01,GUYANA,0,PANAMA
2022-06-01,HAITI,860,PANAMA
2022-06-01,HONDURAS,0,PANAMA
2022-06-01,INDIA,228,PANAMA
