citizenship,date,encounter_count,country_of_entry
HUNGARY,2022-12-01,0,MEXICO
IRELAND,2022-12-01,0,MEXICO
ITALY,2022-12-01,3,MEXICO
KOSOVO,2022-12-01,3,MEXICO
LATVIA,2022-12-01,0,MEXICO
LUXEMBOURG,2022-12-01,0,MEXICO
MALTA,2022-12-01,0,MEXICO
MOLDOVA,2022-12-01,3,MEXICO
MONTENEGRO,2022-12-01,0,MEXICO
NORWAY,2022-12-01,0,MEXICO
NETHERLANDS,2022-12-01,0,MEXICO
POLAND,2022-12-01,0,MEXICO
PORTUGAL,2022-12-01,0,MEXICO
UNITED KINGDOM,2022-12-01,0,MEXICO
ROMANIA,2022-12-01,57,MEXICO
RUSSIA,2022-12-01,279,MEXICO
SERBIA,2022-12-01,0,MEXICO
SWEDEN,2022-12-01,2,MEXICO
SWITZERLAND,2022-12-01,0,MEXICO
UKRAINE,2022-12-01,6,MEXICO
AFGHANISTAN,2022-12-01,362,MEXICO
SAUDI ARABIA,2022-12-01,0,MEXICO
ARMENIA,2022-12-01,31,MEXICO
AZERBAIJAN,2022-12-01,5,MEXICO
BANGLADESH,2022-12-01,198,MEXICO
CHINA,2022-12-01,300,MEXICO
SOUTH KOREA,2022-12-01,1,MEXICO
PHILIPPINES,2022-12-01,3,MEXICO
GEORGIA,2022-12-01,81,MEXICO
HONG KONG SAR CHINA,2022-12-01,0,MEXICO
INDIA,2022-12-01,694,MEXICO
INDONESIA,2022-12-01,0,MEXICO
IRAQ,2022-12-01,2,MEXICO
IRAN,2022-12-01,12,MEXICO
ISRAEL,2022-12-01,2,MEXICO
JAPAN,2022-12-01,1,MEXICO
JORDAN,2022-12-01,7,MEXICO
KAZAKHSTAN,2022-12-01,26,MEXICO
KYRGYZSTAN,2022-12-01,48,MEXICO
LEBANON,2022-12-01,7,MEXICO
MALAYSIA,2022-12-01,0,MEXICO
NEPAL,2022-12-01,46,MEXICO
PAKISTAN,2022-12-01,19,MEXICO
PALESTINIAN TERRITORIES,2022-12-01,1,MEXICO
SYRIA,2022-12-01,5,MEXICO
SRI LANKA,2022-12-01,34,MEXICO
THAILAND,2022-12-01,1,MEXICO
TAIWAN,2022-12-01,0,MEXICO
TAJIKISTAN,2022-12-01,17,MEXICO
TURKEY,2022-12-01,85,MEXICO
UZBEKISTAN,2022-12-01,132,MEXICO
VIETNAM,2022-12-01,2,MEXICO
YEMEN,2022-12-01,0,MEXICO
NA,2022-12-01,0,MEXICO
AUSTRALIA,2022-12-01,0,MEXICO
NEW ZEALAND,2022-12-01,0,MEXICO
PAPUA NEW GUINEA,2022-12-01,0,MEXICO
VANUATU,2022-12-01,0,MEXICO
ANGOLA,2022-12-01,481,MEXICO
ALGERIA,2022-12-01,2,MEXICO
BENIN,2022-12-01,8,MEXICO
BURKINA FASO,2022-12-01,78,MEXICO
BURUNDI,2022-12-01,0,MEXICO
CAPE VERDE,2022-12-01,4,MEXICO
CAMEROON,2022-12-01,137,MEXICO
CENTRAL AFRICAN REPUBLIC,2022-12-01,1,MEXICO
CHAD,2022-12-01,0,MEXICO
CONGO - KINSHASA,2022-12-01,165,MEXICO
CÔTE D’IVOIRE,2022-12-01,4,MEXICO
EGYPT,2022-12-01,5,MEXICO
ERITREA,2022-12-01,56,MEXICO
ETHIOPIA,2022-12-01,10,MEXICO
GAMBIA,2022-12-01,6,MEXICO
GHANA,2022-12-01,87,MEXICO
GUINEA,2022-12-01,75,MEXICO
GUINEA-BISSAU,2022-12-01,1,MEXICO
EQUATORIAL GUINEA,2022-12-01,1,MEXICO
KENYA,2022-12-01,1,MEXICO
LIBERIA,2022-12-01,1,MEXICO
LIBYA,2022-12-01,4,MEXICO
MALAWI,2022-12-01,1,MEXICO
MALI,2022-12-01,19,MEXICO
MOROCCO,2022-12-01,10,MEXICO
MAURITANIA,2022-12-01,82,MEXICO
MOZAMBIQUE,2022-12-01,2,MEXICO
NAMIBIA,2022-12-01,0,MEXICO
NIGERIA,2022-12-01,86,MEXICO
RWANDA,2022-12-01,8,MEXICO
SÃO TOMÉ & PRÍNCIPE,2022-12-01,1,MEXICO
SENEGAL,2022-12-01,247,MEXICO
SIERRA LEONE,2022-12-01,9,MEXICO
SOMALIA,2022-12-01,49,MEXICO
SOUTH AFRICA,2022-12-01,3,MEXICO
SUDAN,2022-12-01,4,MEXICO
TANZANIA,2022-12-01,4,MEXICO
TOGO,2022-12-01,9,MEXICO
TUNISIA,2022-12-01,0,MEXICO
UGANDA,2022-12-01,2,MEXICO
ZAMBIA,2022-12-01,0,MEXICO
ZIMBABWE,2022-12-01,0,MEXICO
STATELESS,2022-12-01,1,MEXICO
CANADA,2022-11-01,1,MEXICO
UNITED STATES,2022-11-01,82,MEXICO
BELIZE,2022-11-01,10,MEXICO
COSTA RICA,2022-11-01,19,MEXICO
EL SALVADOR,2022-11-01,2251,MEXICO
GUATEMALA,2022-11-01,5346,MEXICO
HONDURAS,2022-11-01,5888,MEXICO
NICARAGUA,2022-11-01,7629,MEXICO
PANAMA,2022-11-01,49,MEXICO
CUBA,2022-11-01,3487,MEXICO
DOMINICAN REPUBLIC,2022-11-01,1555,MEXICO
GRENADA,2022-11-01,0,MEXICO
HAITI,2022-11-01,491,MEXICO
JAMAICA,2022-11-01,121,MEXICO
TRINIDAD & TOBAGO,2022-11-01,0,MEXICO
ARGENTINA,2022-11-01,10,MEXICO
BOLIVIA,2022-11-01,22,MEXICO
BRAZIL,2022-11-01,238,MEXICO
CHILE,2022-11-01,65,MEXICO
COLOMBIA,2022-11-01,2221,MEXICO
ECUADOR,2022-11-01,4532,MEXICO
FRENCH GUIANA,2022-11-01,0,MEXICO
GUYANA,2022-11-01,4,MEXICO
PARAGUAY,2022-11-01,0,MEXICO
PERU,2022-11-01,802,MEXICO
SURINAME,2022-11-01,0,MEXICO
URUGUAY,2022-11-01,3,MEXICO
VENEZUELA,2022-11-01,11844,MEXICO
ALBANIA,2022-11-01,1,MEXICO
GERMANY,2022-11-01,0,MEXICO
AUSTRIA,2022-11-01,0,MEXICO
BELGIUM,2022-11-01,2,MEXICO
BELARUS,2022-11-01,26,MEXICO
BULGARIA,2022-11-01,0,MEXICO
CZECHIA,2022-11-01,0,MEXICO
CROATIA,2022-11-01,0,MEXICO
DENMARK,2022-11-01,0,MEXICO
SLOVENIA,2022-11-01,0,MEXICO
SPAIN,2022-11-01,8,MEXICO
FINLAND,2022-11-01,0,MEXICO
FRANCE,2022-11-01,2,MEXICO
GREECE,2022-11-01,0,MEXICO
HUNGARY,2022-11-01,0,MEXICO
IRELAND,2022-11-01,1,MEXICO
ITALY,2022-11-01,0,MEXICO
KOSOVO,2022-11-01,0,MEXICO
LATVIA,2022-11-01,0,MEXICO
LUXEMBOURG,2022-11-01,0,MEXICO
MALTA,2022-11-01,0,MEXICO
MOLDOVA,2022-11-01,5,MEXICO
MONTENEGRO,2022-11-01,0,MEXICO
NORWAY,2022-11-01,0,MEXICO
NETHERLANDS,2022-11-01,0,MEXICO
POLAND,2022-11-01,0,MEXICO
PORTUGAL,2022-11-01,2,MEXICO
UNITED KINGDOM,2022-11-01,1,MEXICO
ROMANIA,2022-11-01,31,MEXICO
RUSSIA,2022-11-01,40,MEXICO
SERBIA,2022-11-01,0,MEXICO
SWEDEN,2022-11-01,0,MEXICO
SWITZERLAND,2022-11-01,0,MEXICO
UKRAINE,2022-11-01,3,MEXICO
AFGHANISTAN,2022-11-01,252,MEXICO
SAUDI ARABIA,2022-11-01,0,MEXICO
ARMENIA,2022-11-01,39,MEXICO
AZERBAIJAN,2022-11-01,7,MEXICO
BANGLADESH,2022-11-01,163,MEXICO
CHINA,2022-11-01,263,MEXICO
SOUTH KOREA,2022-11-01,1,MEXICO
PHILIPPINES,2022-11-01,0,MEXICO
GEORGIA,2022-11-01,55,MEXICO
HONG KONG SAR CHINA,2022-11-01,0,MEXICO
INDIA,2022-11-01,424,MEXICO
INDONESIA,2022-11-01,0,MEXICO
IRAQ,2022-11-01,2,MEXICO
IRAN,2022-11-01,7,MEXICO
ISRAEL,2022-11-01,0,MEXICO
JAPAN,2022-11-01,1,MEXICO
JORDAN,2022-11-01,1,MEXICO
KAZAKHSTAN,2022-11-01,53,MEXICO
KYRGYZSTAN,2022-11-01,55,MEXICO
LEBANON,2022-11-01,0,MEXICO
MALAYSIA,2022-11-01,0,MEXICO
NEPAL,2022-11-01,94,MEXICO
PAKISTAN,2022-11-01,13,MEXICO
PALESTINIAN TERRITORIES,2022-11-01,0,MEXICO
SYRIA,2022-11-01,13,MEXICO
SRI LANKA,2022-11-01,7,MEXICO
THAILAND,2022-11-01,0,MEXICO
TAIWAN,2022-11-01,0,MEXICO
TAJIKISTAN,2022-11-01,12,MEXICO
TURKEY,2022-11-01,91,MEXICO
UZBEKISTAN,2022-11-01,137,MEXICO
VIETNAM,2022-11-01,10,MEXICO
YEMEN,2022-11-01,3,MEXICO
NA,2022-11-01,0,MEXICO
AUSTRALIA,2022-11-01,0,MEXICO
NEW ZEALAND,2022-11-01,0,MEXICO
PAPUA NEW GUINEA,2022-11-01,0,MEXICO
VANUATU,2022-11-01,0,MEXICO
ANGOLA,2022-11-01,132,MEXICO
ALGERIA,2022-11-01,1,MEXICO
BENIN,2022-11-01,2,MEXICO
BURKINA FASO,2022-11-01,23,MEXICO
BURUNDI,2022-11-01,0,MEXICO
CAPE VERDE,2022-11-01,0,MEXICO
CAMEROON,2022-11-01,105,MEXICO
CENTRAL AFRICAN REPUBLIC,2022-11-01,0,MEXICO
CHAD,2022-11-01,5,MEXICO
CONGO - KINSHASA,2022-11-01,45,MEXICO
CÔTE D’IVOIRE,2022-11-01,1,MEXICO
EGYPT,2022-11-01,3,MEXICO
ERITREA,2022-11-01,51,MEXICO
ETHIOPIA,2022-11-01,26,MEXICO
GAMBIA,2022-11-01,0,MEXICO
GHANA,2022-11-01,43,MEXICO
GUINEA,2022-11-01,30,MEXICO
GUINEA-BISSAU,2022-11-01,0,MEXICO
EQUATORIAL GUINEA,2022-11-01,6,MEXICO
KENYA,2022-11-01,0,MEXICO
LIBERIA,2022-11-01,0,MEXICO
LIBYA,2022-11-01,3,MEXICO
MALAWI,2022-11-01,0,MEXICO
MALI,2022-11-01,6,MEXICO
MOROCCO,2022-11-01,3,MEXICO
MAURITANIA,2022-11-01,57,MEXICO
MOZAMBIQUE,2022-11-01,0,MEXICO
NAMIBIA,2022-11-01,1,MEXICO
NIGERIA,2022-11-01,64,MEXICO
RWANDA,2022-11-01,0,MEXICO
SÃO TOMÉ & PRÍNCIPE,2022-11-01,0,MEXICO
SENEGAL,2022-11-01,78,MEXICO
SIERRA LEONE,2022-11-01,5,MEXICO
SOMALIA,2022-11-01,113,MEXICO
SOUTH AFRICA,2022-11-01,2,MEXICO
SUDAN,2022-11-01,1,MEXICO
TANZANIA,2022-11-01,0,MEXICO
TOGO,2022-11-01,13,MEXICO
TUNISIA,2022-11-01,0,MEXICO
UGANDA,2022-11-01,5,MEXICO
ZAMBIA,2022-11-01,2,MEXICO
ZIMBABWE,2022-11-01,2,MEXICO
STATELESS,2022-11-01,0,MEXICO
CANADA,2022-10-01,3,MEXICO
UNITED STATES,2022-10-01,83,MEXICO
BELIZE,2022-10-01,19,MEXICO
COSTA RICA,2022-10-01,14,MEXICO
EL SALVADOR,2022-10-01,2103,MEXICO
GUATEMALA,2022-10-01,4647,MEXICO
HONDURAS,2022-10-01,5369,MEXICO
NICARAGUA,2022-10-01,5796,MEXICO
PANAMA,2022-10-01,111,MEXICO
CUBA,2022-10-01,3284,MEXICO
DOMINICAN REPUBLIC,2022-10-01,845,MEXICO
GRENADA,2022-10-01,2,MEXICO
HAITI,2022-10-01,312,MEXICO
JAMAICA,2022-10-01,103,MEXICO
TRINIDAD & TOBAGO,2022-10-01,2,MEXICO
ARGENTINA,2022-10-01,19,MEXICO
BOLIVIA,2022-10-01,12,MEXICO
BRAZIL,2022-10-01,122,MEXICO
CHILE,2022-10-01,77,MEXICO
COLOMBIA,2022-10-01,2161,MEXICO
ECUADOR,2022-10-01,3312,MEXICO
FRENCH GUIANA,2022-10-01,0,MEXICO
GUYANA,2022-10-01,1,MEXICO
PARAGUAY,2022-10-01,0,MEXICO
PERU,2022-10-01,710,MEXICO
SURINAME,2022-10-01,0,MEXICO
URUGUAY,2022-10-01,0,MEXICO
VENEZUELA,2022-10-01,21751,MEXICO
ALBANIA,2022-10-01,0,MEXICO
GERMANY,2022-10-01,1,MEXICO
AUSTRIA,2022-10-01,0,MEXICO
BELGIUM,2022-10-01,1,MEXICO
BELARUS,2022-10-01,11,MEXICO
BULGARIA,2022-10-01,0,MEXICO
CZECHIA,2022-10-01,0,MEXICO
CROATIA,2022-10-01,0,MEXICO
DENMARK,2022-10-01,0,MEXICO
SLOVENIA,2022-10-01,0,MEXICO
SPAIN,2022-10-01,5,MEXICO
FINLAND,2022-10-01,0,MEXICO
FRANCE,2022-10-01,3,MEXICO
GREECE,2022-10-01,0,MEXICO
HUNGARY,2022-10-01,0,MEXICO
IRELAND,2022-10-01,0,MEXICO
ITALY,2022-10-01,0,MEXICO
KOSOVO,2022-10-01,0,MEXICO
LATVIA,2022-10-01,0,MEXICO
LUXEMBOURG,2022-10-01,0,MEXICO
MALTA,2022-10-01,0,MEXICO
MOLDOVA,2022-10-01,5,MEXICO
MONTENEGRO,2022-10-01,0,MEXICO
NORWAY,2022-10-01,1,MEXICO
NETHERLANDS,2022-10-01,4,MEXICO
POLAND,2022-10-01,1,MEXICO
PORTUGAL,2022-10-01,1,MEXICO
UNITED KINGDOM,2022-10-01,1,MEXICO
ROMANIA,2022-10-01,39,MEXICO
RUSSIA,2022-10-01,0,MEXICO
SERBIA,2022-10-01,0,MEXICO
SWEDEN,2022-10-01,0,MEXICO
SWITZERLAND,2022-10-01,0,MEXICO
UKRAINE,2022-10-01,0,MEXICO
AFGHANISTAN,2022-10-01,63,MEXICO
SAUDI ARABIA,2022-10-01,0,MEXICO
ARMENIA,2022-10-01,6,MEXICO
AZERBAIJAN,2022-10-01,7,MEXICO
BANGLADESH,2022-10-01,132,MEXICO
CHINA,2022-10-01,109,MEXICO
SOUTH KOREA,2022-10-01,0,MEXICO
PHILIPPINES,2022-10-01,0,MEXICO
GEORGIA,2022-10-01,16,MEXICO
HONG KONG SAR CHINA,2022-10-01,1,MEXICO
INDIA,2022-10-01,204,MEXICO
INDONESIA,2022-10-01,0,MEXICO
IRAQ,2022-10-01,0,MEXICO
IRAN,2022-10-01,9,MEXICO
ISRAEL,2022-10-01,0,MEXICO
JAPAN,2022-10-01,0,MEXICO
JORDAN,2022-10-01,2,MEXICO
KAZAKHSTAN,2022-10-01,14,MEXICO
KYRGYZSTAN,2022-10-01,28,MEXICO
LEBANON,2022-10-01,0,MEXICO
MALAYSIA,2022-10-01,0,MEXICO
NEPAL,2022-10-01,54,MEXICO
PAKISTAN,2022-10-01,3,MEXICO
PALESTINIAN TERRITORIES,2022-10-01,0,MEXICO
SYRIA,2022-10-01,11,MEXICO
SRI LANKA,2022-10-01,3,MEXICO
THAILAND,2022-10-01,0,MEXICO
TAIWAN,2022-10-01,0,MEXICO
TAJIKISTAN,2022-10-01,10,MEXICO
TURKEY,2022-10-01,17,MEXICO
UZBEKISTAN,2022-10-01,44,MEXICO
VIETNAM,2022-10-01,4,MEXICO
YEMEN,2022-10-01,0,MEXICO
NA,2022-10-01,0,MEXICO
AUSTRALIA,2022-10-01,0,MEXICO
NEW ZEALAND,2022-10-01,0,MEXICO
PAPUA NEW GUINEA,2022-10-01,0,MEXICO
VANUATU,2022-10-01,0,MEXICO
ANGOLA,2022-10-01,106,MEXICO
ALGERIA,2022-10-01,0,MEXICO
BENIN,2022-10-01,0,MEXICO
BURKINA FASO,2022-10-01,16,MEXICO
BURUNDI,2022-10-01,0,MEXICO
CAPE VERDE,2022-10-01,1,MEXICO
CAMEROON,2022-10-01,65,MEXICO
CENTRAL AFRICAN REPUBLIC,2022-10-01,1,MEXICO
CHAD,2022-10-01,0,MEXICO
CONGO - KINSHASA,2022-10-01,15,MEXICO
CÔTE D’IVOIRE,2022-10-01,3,MEXICO
EGYPT,2022-10-01,8,MEXICO
ERITREA,2022-10-01,43,MEXICO
ETHIOPIA,2022-10-01,14,MEXICO
GAMBIA,2022-10-01,0,MEXICO
GHANA,2022-10-01,42,MEXICO
GUINEA,2022-10-01,32,MEXICO
GUINEA-BISSAU,2022-10-01,2,MEXICO
EQUATORIAL GUINEA,2022-10-01,2,MEXICO
KENYA,2022-10-01,0,MEXICO
LIBERIA,2022-10-01,0,MEXICO
LIBYA,2022-10-01,0,MEXICO
MALAWI,2022-10-01,0,MEXICO
MALI,2022-10-01,13,MEXICO
MOROCCO,2022-10-01,1,MEXICO
MAURITANIA,2022-10-01,25,MEXICO
MOZAMBIQUE,2022-10-01,0,MEXICO
NAMIBIA,2022-10-01,0,MEXICO
NIGERIA,2022-10-01,30,MEXICO
RWANDA,2022-10-01,0,MEXICO
SÃO TOMÉ & PRÍNCIPE,2022-10-01,0,MEXICO
SENEGAL,2022-10-01,67,MEXICO
SIERRA LEONE,2022-10-01,2,MEXICO
SOMALIA,2022-10-01,48,MEXICO
SOUTH AFRICA,2022-10-01,1,MEXICO
SUDAN,2022-10-01,2,MEXICO
TANZANIA,2022-10-01,0,MEXICO
TOGO,2022-10-01,9,MEXICO
TUNISIA,2022-10-01,0,MEXICO
UGANDA,2022-10-01,0,MEXICO
ZAMBIA,2022-10-01,0,MEXICO
ZIMBABWE,2022-10-01,1,MEXICO
STATELESS,2022-10-01,1,MEXICO
CANADA,2022-09-01,1,MEXICO
UNITED STATES,2022-09-01,55,MEXICO
BELIZE,2022-09-01,9,MEXICO
COSTA RICA,2022-09-01,32,MEXICO
EL SALVADOR,2022-09-01,2404,MEXICO
GUATEMALA,2022-09-01,4879,MEXICO
HONDURAS,2022-09-01,5117,MEXICO
NICARAGUA,2022-09-01,3994,MEXICO
PANAMA,2022-09-01,129,MEXICO
CUBA,2022-09-01,3248,MEXICO
DOMINICAN REPUBLIC,2022-09-01,519,MEXICO
GRENADA,2022-09-01,1,MEXICO
HAITI,2022-09-01,227,MEXICO
JAMAICA,2022-09-01,145,MEXICO
TRINIDAD & TOBAGO,2022-09-01,0,MEXICO
ARGENTINA,2022-09-01,13,MEXICO
BOLIVIA,2022-09-01,14,MEXICO
BRAZIL,2022-09-01,242,MEXICO
CHILE,2022-09-01,73,MEXICO
COLOMBIA,2022-09-01,2654,MEXICO
ECUADOR,2022-09-01,1526,MEXICO
FRENCH GUIANA,2022-09-01,0,MEXICO
GUYANA,2022-09-01,0,MEXICO
PARAGUAY,2022-09-01,3,MEXICO
PERU,2022-09-01,965,MEXICO
SURINAME,2022-09-01,1,MEXICO
URUGUAY,2022-09-01,7,MEXICO
VENEZUELA,2022-09-01,15397,MEXICO
ALBANIA,2022-09-01,0,MEXICO
GERMANY,2022-09-01,1,MEXICO
AUSTRIA,2022-09-01,2,MEXICO
BELGIUM,2022-09-01,0,MEXICO
BELARUS,2022-09-01,57,MEXICO
BULGARIA,2022-09-01,0,MEXICO
CZECHIA,2022-09-01,0,MEXICO
CROATIA,2022-09-01,0,MEXICO
DENMARK,2022-09-01,0,MEXICO
SLOVENIA,2022-09-01,0,MEXICO
SPAIN,2022-09-01,5,MEXICO
FINLAND,2022-09-01,0,MEXICO
FRANCE,2022-09-01,0,MEXICO
GREECE,2022-09-01,0,MEXICO
HUNGARY,2022-09-01,0,MEXICO
IRELAND,2022-09-01,1,MEXICO
ITALY,2022-09-01,2,MEXICO
KOSOVO,2022-09-01,0,MEXICO
LATVIA,2022-09-01,0,MEXICO
LUXEMBOURG,2022-09-01,0,MEXICO
MALTA,2022-09-01,0,MEXICO
MOLDOVA,2022-09-01,10,MEXICO
MONTENEGRO,2022-09-01,0,MEXICO
NORWAY,2022-09-01,0,MEXICO
NETHERLANDS,2022-09-01,1,MEXICO
POLAND,2022-09-01,1,MEXICO
PORTUGAL,2022-09-01,0,MEXICO
UNITED KINGDOM,2022-09-01,1,MEXICO
ROMANIA,2022-09-01,66,MEXICO
RUSSIA,2022-09-01,16,MEXICO
SERBIA,2022-09-01,0,MEXICO
SWEDEN,2022-09-01,0,MEXICO
SWITZERLAND,2022-09-01,0,MEXICO
UKRAINE,2022-09-01,0,MEXICO
AFGHANISTAN,2022-09-01,65,MEXICO
SAUDI ARABIA,2022-09-01,2,MEXICO
ARMENIA,2022-09-01,20,MEXICO
AZERBAIJAN,2022-09-01,5,MEXICO
BANGLADESH,2022-09-01,130,MEXICO
CHINA,2022-09-01,119,MEXICO
SOUTH KOREA,2022-09-01,0,MEXICO
PHILIPPINES,2022-09-01,5,MEXICO
GEORGIA,2022-09-01,86,MEXICO
HONG KONG SAR CHINA,2022-09-01,0,MEXICO
INDIA,2022-09-01,251,MEXICO
INDONESIA,2022-09-01,0,MEXICO
IRAQ,2022-09-01,7,MEXICO
IRAN,2022-09-01,8,MEXICO
ISRAEL,2022-09-01,2,MEXICO
JAPAN,2022-09-01,0,MEXICO
JORDAN,2022-09-01,1,MEXICO
KAZAKHSTAN,2022-09-01,20,MEXICO
KYRGYZSTAN,2022-09-01,41,MEXICO
LEBANON,2022-09-01,2,MEXICO
MALAYSIA,2022-09-01,0,MEXICO
NEPAL,2022-09-01,120,MEXICO
PAKISTAN,2022-09-01,21,MEXICO
PALESTINIAN TERRITORIES,2022-09-01,0,MEXICO
SYRIA,2022-09-01,4,MEXICO
SRI LANKA,2022-09-01,11,MEXICO
THAILAND,2022-09-01,0,MEXICO
TAIWAN,2022-09-01,0,MEXICO
TAJIKISTAN,2022-09-01,8,MEXICO
TURKEY,2022-09-01,10,MEXICO
UZBEKISTAN,2022-09-01,51,MEXICO
VIETNAM,2022-09-01,3,MEXICO
YEMEN,2022-09-01,1,MEXICO
NA,2022-09-01,1,MEXICO
AUSTRALIA,2022-09-01,0,MEXICO
NEW ZEALAND,2022-09-01,1,MEXICO
PAPUA NEW GUINEA,2022-09-01,0,MEXICO
VANUATU,2022-09-01,0,MEXICO
ANGOLA,2022-09-01,68,MEXICO
ALGERIA,2022-09-01,1,MEXICO
BENIN,2022-09-01,3,MEXICO
BURKINA FASO,2022-09-01,11,MEXICO
BURUNDI,2022-09-01,0,MEXICO
CAPE VERDE,2022-09-01,0,MEXICO
CAMEROON,2022-09-01,80,MEXICO
CENTRAL AFRICAN REPUBLIC,2022-09-01,0,MEXICO
CHAD,2022-09-01,0,MEXICO
CONGO - KINSHASA,2022-09-01,15,MEXICO
CÔTE D’IVOIRE,2022-09-01,2,MEXICO
EGYPT,2022-09-01,0,MEXICO
ERITREA,2022-09-01,31,MEXICO
ETHIOPIA,2022-09-01,17,MEXICO
GAMBIA,2022-09-01,4,MEXICO
GHANA,2022-09-01,57,MEXICO
GUINEA,2022-09-01,22,MEXICO
GUINEA-BISSAU,2022-09-01,0,MEXICO
EQUATORIAL GUINEA,2022-09-01,0,MEXICO
KENYA,2022-09-01,2,MEXICO
LIBERIA,2022-09-01,0,MEXICO
LIBYA,2022-09-01,3,MEXICO
MALAWI,2022-09-01,0,MEXICO
MALI,2022-09-01,14,MEXICO
MOROCCO,2022-09-01,3,MEXICO
MAURITANIA,2022-09-01,37,MEXICO
MOZAMBIQUE,2022-09-01,0,MEXICO
NAMIBIA,2022-09-01,0,MEXICO
NIGERIA,2022-09-01,29,MEXICO
RWANDA,2022-09-01,0,MEXICO
SÃO TOMÉ & PRÍNCIPE,2022-09-01,0,MEXICO
SENEGAL,2022-09-01,58,MEXICO
SIERRA LEONE,2022-09-01,0,MEXICO
SOMALIA,2022-09-01,35,MEXICO
SOUTH AFRICA,2022-09-01,2,MEXICO
SUDAN,2022-09-01,1,MEXICO
TANZANIA,2022-09-01,0,MEXICO
TOGO,2022-09-01,5,MEXICO
TUNISIA,2022-09-01,0,MEXICO
UGANDA,2022-09-01,2,MEXICO
ZAMBIA,2022-09-01,0,MEXICO
ZIMBABWE,2022-09-01,0,MEXICO
STATELESS,2022-09-01,15,MEXICO
CANADA,2022-08-01,3,MEXICO
UNITED STATES,2022-08-01,89,MEXICO
BELIZE,2022-08-01,13,MEXICO
COSTA RICA,2022-08-01,11,MEXICO
EL SALVADOR,2022-08-01,2326,MEXICO
GUATEMALA,2022-08-01,4896,MEXICO
HONDURAS,2022-08-01,5619,MEXICO
NICARAGUA,2022-08-01,2234,MEXICO
PANAMA,2022-08-01,86,MEXICO
CUBA,2022-08-01,2222,MEXICO
DOMINICAN REPUBLIC,2022-08-01,263,MEXICO
GRENADA,2022-08-01,0,MEXICO
HAITI,2022-08-01,187,MEXICO
JAMAICA,2022-08-01,86,MEXICO
TRINIDAD & TOBAGO,2022-08-01,1,MEXICO
ARGENTINA,2022-08-01,19,MEXICO
BOLIVIA,2022-08-01,18,MEXICO
BRAZIL,2022-08-01,360,MEXICO
CHILE,2022-08-01,54,MEXICO
COLOMBIA,2022-08-01,2494,MEXICO
ECUADOR,2022-08-01,1183,MEXICO
FRENCH GUIANA,2022-08-01,0,MEXICO
GUYANA,2022-08-01,9,MEXICO
PARAGUAY,2022-08-01,1,MEXICO
PERU,2022-08-01,1032,MEXICO
SURINAME,2022-08-01,0,MEXICO
URUGUAY,2022-08-01,0,MEXICO
VENEZUELA,2022-08-01,16796,MEXICO
ALBANIA,2022-08-01,0,MEXICO
GERMANY,2022-08-01,0,MEXICO
AUSTRIA,2022-08-01,0,MEXICO
BELGIUM,2022-08-01,0,MEXICO
BELARUS,2022-08-01,46,MEXICO
BULGARIA,2022-08-01,0,MEXICO
CZECHIA,2022-08-01,5,MEXICO
CROATIA,2022-08-01,0,MEXICO
DENMARK,2022-08-01,1,MEXICO
SLOVENIA,2022-08-01,0,MEXICO
SPAIN,2022-08-01,10,MEXICO
FINLAND,2022-08-01,0,MEXICO
FRANCE,2022-08-01,4,MEXICO
GREECE,2022-08-01,0,MEXICO
HUNGARY,2022-08-01,3,MEXICO
IRELAND,2022-08-01,0,MEXICO
ITALY,2022-08-01,0,MEXICO
KOSOVO,2022-08-01,0,MEXICO
LATVIA,2022-08-01,0,MEXICO
LUXEMBOURG,2022-08-01,0,MEXICO
MALTA,2022-08-01,0,MEXICO
MOLDOVA,2022-08-01,6,MEXICO
MONTENEGRO,2022-08-01,0,MEXICO
NORWAY,2022-08-01,0,MEXICO
NETHERLANDS,2022-08-01,0,MEXICO
POLAND,2022-08-01,0,MEXICO
PORTUGAL,2022-08-01,0,MEXICO
UNITED KINGDOM,2022-08-01,3,MEXICO
ROMANIA,2022-08-01,60,MEXICO
RUSSIA,2022-08-01,1,MEXICO
SERBIA,2022-08-01,0,MEXICO
SWEDEN,2022-08-01,0,MEXICO
SWITZERLAND,2022-08-01,0,MEXICO
UKRAINE,2022-08-01,0,MEXICO
AFGHANISTAN,2022-08-01,148,MEXICO
SAUDI ARABIA,2022-08-01,0,MEXICO
ARMENIA,2022-08-01,28,MEXICO
AZERBAIJAN,2022-08-01,11,MEXICO
BANGLADESH,2022-08-01,259,MEXICO
CHINA,2022-08-01,106,MEXICO
SOUTH KOREA,2022-08-01,0,MEXICO
PHILIPPINES,2022-08-01,0,MEXICO
GEORGIA,2022-08-01,42,MEXICO
HONG KONG SAR CHINA,2022-08-01,0,MEXICO
INDIA,2022-08-01,264,MEXICO
INDONESIA,2022-08-01,2,MEXICO
IRAQ,2022-08-01,1,MEXICO
IRAN,2022-08-01,1,MEXICO
ISRAEL,2022-08-01,0,MEXICO
JAPAN,2022-08-01,0,MEXICO
JORDAN,2022-08-01,0,MEXICO
KAZAKHSTAN,2022-08-01,40,MEXICO
KYRGYZSTAN,2022-08-01,61,MEXICO
LEBANON,2022-08-01,4,MEXICO
MALAYSIA,2022-08-01,0,MEXICO
